,ID_start,ID_end,price_tag
55,YYZ,LAX,451.16488300450357
56,YYZ,EWR,131.2715382528871
57,YYZ,IAH,300.80617046411487
58,YYZ,MIA,293.36948645935513
59,YYZ,SEA,434.5786888804067
60,YYZ,DFW,287.9047733452677
61,YYZ,ATL,197.57158376173035
62,YYZ,DEN,306.36145869474024
63,YYZ,JFK,134.43605941752446
64,YYZ,ORD,146.39698098510274
65,YYZ,CLT,172.1706431360871
66,YYZ,LAS,402.4371188548726
67,YYZ,MCO,264.69521908717593
68,YYZ,BKK,1223.1104210075084
69,YYZ,ICN,958.9013210821317
70,YYZ,EZE,858.7341316123798
71,YYZ,NBO,1096.635473031702
72,YYZ,DOH,978.9238503892228
73,YYZ,IST,818.2536713315718
74,ALG,YYZ,719.3232473280547
75,ALG,LOS,436.299409685716
76,ALG,TUN,138.33715060801154
77,ALG,FRA,248.96931080328065
78,ALG,LGW,257.65476832863465
79,ALG,LHR,261.59201378267335
80,ALG,AMS,268.84614388205273
81,ALG,CPT,791.4395942418759
82,ALG,JNB,759.1040180621397
83,ALG,CMN,183.22983810801256
84,ALG,ADD,554.1240156963872
85,ALG,CAI,363.68546018472944
86,ALG,HRG,396.4865258961998
87,ALG,BCN,127.11689541638731
88,ALG,MAD,148.74315397825995
89,ALG,CDG,216.1920242477152
90,ALG,MEX,899.042943313772
91,ALG,AKL,1690.2807137476877
92,ALG,JED,480.9614885974149
93,ALG,DXB,582.0474275727768
94,ALG,TPE,954.7106441725732
95,ALG,HND,974.1391456465393
96,ALG,MNL,1031.889483696912
97,ALG,BSB,787.4429092008198
98,ALG,GRU,832.599714854417
99,ALG,SDU,818.5898079536131
100,ALG,SCL,980.0748397368353
101,ALG,BOG,839.0233832969334
102,ALG,CLO,853.4814805197599
103,ALG,LIM,907.0844823743541
104,ALG,SVO,436.5047573666735
105,ALG,BOM,730.9594427789048
106,ALG,HKG,928.5169972395788
107,ALG,DEL,720.8739802558898
108,ALG,DMK,897.2512996709199
109,ALG,SGN,945.7176737563112
110,ALG,CGK,1049.7057173804915
111,ALG,KUL,954.7350456696737
112,ALG,SIN,977.7312364905683
113,ALG,MEL,1470.3860330448408
114,ALG,ADL,1422.1314182108545
115,ALG,CBR,1496.1163002618048
116,ALG,SYD,1506.9912639525917
117,ALG,PEK,867.4697647691809
118,ALG,CAN,918.666540808906
119,ALG,SZX,926.0120962238007
120,ALG,XIY,861.0555505304166
121,ALG,KMG,870.5823507280933
122,ALG,HGH,919.1416529656077
123,ALG,SHA,918.0314430886842
124,ALG,CKG,869.5280480387604
125,ALG,PVG,920.8177254178028
126,ALG,BOS,679.6733909531393
127,ALG,PHX,897.474222833141
128,ALG,SFO,913.776609307021
129,ALG,LAX,918.7886939726111
130,ALG,EWR,701.0403486000297
131,ALG,IAH,849.5108796616751
132,ALG,MIA,780.9268613881773
133,ALG,SEA,872.7339666402573
134,ALG,DFW,846.3539608277263
135,ALG,ATL,774.3761346705967
136,ALG,DEN,850.1070702787985
137,ALG,JFK,699.1707922680879
138,ALG,ORD,762.3508323013754
139,ALG,CLT,752.4431371255571
140,ALG,LAS,897.5181066964818
141,ALG,MCO,776.9662328953817
142,ALG,BKK,898.5290909047948
143,ALG,ICN,906.1228438456293
144,ALG,EZE,922.631577085171
145,ALG,NBO,626.3008747383029
146,ALG,DOH,555.6217450071526
147,ALG,IST,320.5846914868394
148,LOS,YYZ,858.2169329205043
149,LOS,ALG,436.299409685716
150,LOS,TUN,444.4154107236402
151,LOS,FRA,563.7168379423679
152,LOS,LGW,572.341823252593
153,LOS,LHR,575.2627231652757
154,LOS,AMS,581.6800596326796
155,LOS,CPT,557.8050487403925
156,LOS,JNB,537.1963349340615
157,LOS,CMN,406.6327852745305
158,LOS,ADD,487.81846640549503
159,LOS,CAI,488.33303783700205
160,LOS,HRG,490.05375218763004
161,LOS,BCN,481.57127203901695
162,LOS,MAD,478.85870795111873
163,LOS,CDG,552.7604227955289
164,LOS,MEX,1006.6983020109121
165,LOS,AKL,1461.58107008758
166,LOS,JED,511.3766902177338
167,LOS,DXB,658.1187041573064
168,LOS,TPE,1114.915962463312
169,LOS,HND,1211.2255223768102
170,LOS,MNL,1139.6222889374917
171,LOS,BSB,676.9970482590419
172,LOS,GRU,689.3843036530067
173,LOS,SDU,666.560457134788
174,LOS,SCL,858.9446010613156
175,LOS,BOG,839.1428590592927
176,LOS,CLO,852.7855252342172
177,LOS,LIM,867.9849716373067
178,LOS,SVO,682.4441761777366
179,LOS,BOM,771.0016512730074
180,LOS,HKG,1066.1747078454941
181,LOS,DEL,812.1351672742823
182,LOS,DMK,957.5837687834432
183,LOS,SGN,1027.1629893172817
184,LOS,CGK,1045.6371850060018
185,LOS,KUL,979.7886037001927
186,LOS,SIN,1015.8651497179119
187,LOS,MEL,1314.550880843769
188,LOS,ADL,1286.7241110475395
189,LOS,CBR,1351.107767686782
190,LOS,SYD,1384.4253881014567
191,LOS,PEK,1038.6902215699588
192,LOS,CAN,1059.076460958855
193,LOS,SZX,1064.6554225604052
194,LOS,XIY,1001.6917823339801
195,LOS,KMG,960.9367015878588
196,LOS,HGH,1094.1357961934814
197,LOS,SHA,1097.4409441214457
198,LOS,CKG,981.1215865744222
199,LOS,PVG,1100.849529756657
200,LOS,BOS,820.4790437887101
201,LOS,PHX,1072.2285699140975
202,LOS,SFO,1123.7176372211907
203,LOS,LAX,1113.1596590690554
204,LOS,EWR,834.1016737977637
205,LOS,IAH,946.3487215024368
206,LOS,MIA,864.2854783144699
207,LOS,SEA,1080.0841121256954
208,LOS,DFW,954.0001386296387
209,LOS,ATL,881.1822709837296
210,LOS,DEN,1006.1405725006218
211,LOS,JFK,832.3083286267972
212,LOS,ORD,891.8375314820629
213,LOS,CLT,864.909517735534
214,LOS,LAS,1084.5469601988907
215,LOS,MCO,868.4886700355645
216,LOS,BKK,959.0341667602836
217,LOS,ICN,1108.7508514125225
218,LOS,EZE,788.5315340786398
219,LOS,NBO,480.4122801603422
220,LOS,DOH,631.3253738973034
221,LOS,IST,544.0981664439877
222,TUN,YYZ,750.6382033193261
223,TUN,ALG,138.33715060801154
224,TUN,LOS,444.4154107236402
225,TUN,FRA,241.5223865886837
226,TUN,LGW,273.9854495030061
227,TUN,LHR,278.0470601765744
228,TUN,AMS,271.9315362526793
229,TUN,CPT,785.9583245449456
230,TUN,JNB,746.2463226037917
231,TUN,CMN,261.498911132235
232,TUN,ADD,513.3756449208425
233,TUN,CAI,304.68293674532333
234,TUN,HRG,340.05309309736236
235,TUN,BCN,163.10273306575772
236,TUN,MAD,205.28364869482422
237,TUN,CDG,243.24628736836277
238,TUN,MEX,935.5847039435142
239,TUN,AKL,1641.8995887510853
240,TUN,JED,414.1743809250042
241,TUN,DXB,532.3086458586616
242,TUN,TPE,913.807998148585
243,TUN,HND,943.9965831627873
244,TUN,MNL,972.7411515712912
245,TUN,BSB,831.6137630474452
246,TUN,GRU,857.9477391377327
247,TUN,SDU,843.9257551139144
248,TUN,SCL,1036.2979182538966
249,TUN,BOG,871.2103717337039
250,TUN,CLO,884.646601670181
251,TUN,LIM,953.4179287862122
252,TUN,SVO,385.5636709871512
253,TUN,BOM,689.758330212858
254,TUN,HKG,894.7687869910837
255,TUN,DEL,679.9949921870544
256,TUN,DMK,867.7303863485264
257,TUN,SGN,902.743801967228
258,TUN,CGK,1001.0098230284041
259,TUN,KUL,907.3414094887656
260,TUN,SIN,929.1510178039891
261,TUN,MEL,1423.5682916691878
262,TUN,ADL,1359.7969291805487
263,TUN,CBR,1448.1650267766838
264,TUN,SYD,1458.605277886341
265,TUN,PEK,843.3405964222541
266,TUN,CAN,888.9093063908618
267,TUN,SZX,893.3034104010303
268,TUN,XIY,833.5786448328734
269,TUN,KMG,840.8427274278713
270,TUN,HGH,891.7094249086739
271,TUN,SHA,891.4170809909741
272,TUN,CKG,841.1346019732814
273,TUN,PVG,893.1766548570704
274,TUN,BOS,714.836044253287
275,TUN,PHX,924.0444425342754
276,TUN,SFO,942.5978441844568
277,TUN,LAX,950.804321003257
278,TUN,EWR,735.3013112162572
279,TUN,IAH,876.1383493836227
280,TUN,MIA,828.7773963500613
281,TUN,SEA,888.009406721968
282,TUN,DFW,872.191249787206
283,TUN,ATL,820.2935771966797
284,TUN,DEN,872.4493258388131
285,TUN,JFK,733.6074700117974
286,TUN,ORD,790.7745663124607
287,TUN,CLT,784.6967074623938
288,TUN,LAS,921.8465801932324
289,TUN,MCO,824.4128174266192
290,TUN,BKK,869.0928863349106
291,TUN,ICN,885.4032457137413
292,TUN,EZE,960.0088665432395
293,TUN,NBO,579.6975668552054
294,TUN,DOH,504.48336432142975
295,TUN,IST,262.1158093998634
296,FRA,YYZ,690.2950238480837
297,FRA,ALG,248.96931080328065
298,FRA,LOS,563.7168379423679
299,FRA,TUN,241.5223865886837
300,FRA,LGW,138.98990510067557
301,FRA,LHR,141.58772867799496
302,FRA,AMS,110.7109183048529
303,FRA,CPT,878.886164511874
304,FRA,JNB,843.4774459713346
305,FRA,CMN,322.13814532920287
306,FRA,ADD,602.1278523758791
307,FRA,CAI,383.54341567421056
308,FRA,HRG,435.2908762696548
309,FRA,BCN,187.6048547165644
310,FRA,MAD,221.68679087803284
311,FRA,CDG,119.59600140389828
312,FRA,MEX,888.974607250611
313,FRA,AKL,1606.0200203409463
314,FRA,JED,505.64793950702176
315,FRA,DXB,564.1837698970292
316,FRA,TPE,880.1492033070964
317,FRA,HND,880.1947601474432
318,FRA,MNL,933.1565464074301
319,FRA,BSB,868.6935693346844
320,FRA,GRU,898.7889378201211
321,FRA,SDU,888.2193594707956
322,FRA,SCL,1085.9466723090407
323,FRA,BOG,865.6813647151546
324,FRA,CLO,878.4342503403468
325,FRA,LIM,964.8577713058438
326,FRA,SVO,297.6851610515971
327,FRA,BOM,704.6118587334336
328,FRA,HKG,869.6483046132937
329,FRA,DEL,674.465613541069
330,FRA,DMK,860.1252783000264
331,FRA,SGN,893.6071889790439
332,FRA,CGK,1010.0156129819513
333,FRA,KUL,909.0952712134801
334,FRA,SIN,930.9820228413216
335,FRA,MEL,1444.5185727567257
336,FRA,ADL,1395.1838854934695
337,FRA,CBR,1455.9529861637986
338,FRA,SYD,1458.9627614546935
339,FRA,PEK,781.3585646778109
340,FRA,CAN,862.9765790601863
341,FRA,SZX,867.892347028789
342,FRA,XIY,781.8556155634924
343,FRA,KMG,819.0973772777861
344,FRA,HGH,854.9824672362719
345,FRA,SHA,853.2662000442945
346,FRA,CKG,811.5010951343786
347,FRA,PVG,854.9015920295358
348,FRA,BOS,658.5523431251332
349,FRA,PHX,864.8200618481118
350,FRA,SFO,869.7976249549911
351,FRA,LAX,878.2689450041369
352,FRA,EWR,681.1135759591334
353,FRA,IAH,830.7626334063087
354,FRA,MIA,779.5841718003177
355,FRA,SEA,819.8375241681705
356,FRA,DFW,822.9216609598976
357,FRA,ATL,758.7199983212732
358,FRA,DEN,813.6238083830017
359,FRA,JFK,679.6189255605171
360,FRA,ORD,731.607121227465
361,FRA,CLT,737.0607321479723
362,FRA,LAS,860.4347050898197
363,FRA,MCO,771.2010378969854
364,FRA,BKK,861.6124166616299
365,FRA,ICN,838.5226626856222
366,FRA,EZE,1039.048220904963
367,FRA,NBO,686.1215875819519
368,FRA,DOH,543.6863476045501
369,FRA,IST,279.00651229731
370,LGW,YYZ,647.7846950016217
371,LGW,ALG,257.65476832863465
372,LGW,LOS,572.341823252593
373,LGW,TUN,273.9854495030061
374,LGW,FRA,138.98990510067557
375,LGW,LHR,75.59562409773962
376,LGW,AMS,110.54795851323807
377,LGW,CPT,890.8630223772739
378,LGW,JNB,861.386690897612
379,LGW,CMN,301.2655735977337
380,LGW,ADD,656.4566180308861
381,LGW,CAI,451.18101216493784
382,LGW,HRG,486.22577026293243
383,LGW,BCN,189.15472236845267
384,LGW,MAD,200.18617027742198
385,LGW,CDG,104.3549036808971
386,LGW,MEX,858.4404012155396
387,LGW,AKL,1621.1066100742596
388,LGW,JED,553.6462383335409
389,LGW,DXB,627.5822970017468
390,LGW,TPE,900.3717076586981
391,LGW,HND,892.2338106611204
392,LGW,MNL,970.0927692056578
393,LGW,BSB,848.326979119603
394,LGW,GRU,882.0117765291947
395,LGW,SDU,872.1004956350964
396,LGW,SCL,1050.4412289085817
397,LGW,BOG,834.2774165205062
398,LGW,CLO,847.7917675302623
399,LGW,LIM,920.4494108384063
400,LGW,SVO,345.1507436336519
401,LGW,BOM,744.8957860374117
402,LGW,HKG,892.938836608217
403,LGW,DEL,714.9295988043173
404,LGW,DMK,888.262879233063
405,LGW,SGN,926.4255613541113
406,LGW,CGK,1056.9779992333292
407,LGW,KUL,955.5891997405041
408,LGW,SIN,977.2169205663103
409,LGW,MEL,1490.305989802694
410,LGW,ADL,1441.5713570988323
411,LGW,CBR,1498.7247257198794
412,LGW,SYD,1499.7826293452028
413,LGW,PEK,817.9147416576358
414,LGW,CAN,886.5695623900829
415,LGW,SZX,891.239451355504
416,LGW,XIY,822.437901044444
417,LGW,KMG,847.3268470536116
418,LGW,HGH,875.4906169438971
419,LGW,SHA,873.3513616588075
420,LGW,CKG,838.1688836128794
421,LGW,PVG,874.7847080260567
422,LGW,BOS,597.8501602794792
423,LGW,PHX,836.0976226751159
424,LGW,SFO,844.4770175641579
425,LGW,LAX,851.8620865701545
426,LGW,EWR,636.8880230428056
427,LGW,IAH,781.5228185365388
428,LGW,MIA,741.4113676842803
429,LGW,SEA,778.8466734599099
430,LGW,DFW,773.7209564805759
431,LGW,ATL,719.7534228733781
432,LGW,DEN,766.3202019984883
433,LGW,JFK,635.2553601010611
434,LGW,ORD,692.5296051143428
435,LGW,CLT,696.4722409752949
436,LGW,LAS,832.5543392744348
437,LGW,MCO,732.5346338719447
438,LGW,BKK,889.6621006907978
439,LGW,ICN,856.0127289550389
440,LGW,EZE,1009.443697860507
441,LGW,NBO,718.6362730982725
442,LGW,DOH,593.0845026586692
443,LGW,IST,340.4304170058238
444,LHR,YYZ,645.4524803312222
445,LHR,ALG,261.59201378267335
446,LHR,LOS,575.2627231652757
447,LHR,TUN,278.0470601765744
448,LHR,FRA,141.58772867799496
449,LHR,LGW,75.59562409773962
450,LHR,AMS,111.17216169506816
451,LHR,CPT,892.73165351729
452,LHR,JNB,863.437733346076
453,LHR,CMN,303.98979548930765
454,LHR,ADD,659.107824173187
455,LHR,CAI,454.21808761177755
456,LHR,HRG,489.1719485760288
457,LHR,BCN,193.18283440644615
458,LHR,MAD,203.3674028320788
459,LHR,CDG,108.60889606337
460,LHR,MEX,856.9261936511041
461,LHR,AKL,1618.8021367324832
462,LHR,JED,556.355287716472
463,LHR,DXB,629.422772922941
464,LHR,TPE,899.9928450531729
465,LHR,HND,891.2584081977819
466,LHR,MNL,969.7689547950533
467,LHR,BSB,848.8986511194285
468,LHR,GRU,882.6944342480638
469,LHR,SDU,872.8815534859325
470,LHR,SCL,1050.8556761227655
471,LHR,BOG,833.5960289268402
472,LHR,CLO,847.0927681368295
473,LHR,LIM,919.8877590085992
474,LHR,SVO,345.22560191771964
475,LHR,BOM,746.0892480015232
476,LHR,HKG,892.7868149759912
477,LHR,DEL,715.7417760508243
478,LHR,DMK,888.6167260770218
479,LHR,SGN,926.8512319622988
480,LHR,CGK,1057.959406468844
481,LHR,KUL,956.4877098620692
482,LHR,SIN,978.064671932013
483,LHR,MEL,1490.9647654208873
484,LHR,ADL,1442.3682522243716
485,LHR,CBR,1498.8951704520518
486,LHR,SYD,1499.6951904380023
487,LHR,PEK,817.2610591412538
488,LHR,CAN,886.4099385613818
489,LHR,SZX,891.0831368717118
490,LHR,XIY,822.1219420866905
491,LHR,KMG,847.3970120152297
492,LHR,HGH,875.0141496420558
493,LHR,SHA,872.8324828424087
494,LHR,CKG,838.0303565099359
495,LHR,PVG,874.2571096175618
496,LHR,BOS,595.6314606811871
497,LHR,PHX,834.1225916377664
498,LHR,SFO,842.4136178437269
499,LHR,LAX,849.8866693199809
500,LHR,EWR,634.7324380874504
501,LHR,IAH,779.6822713760283
502,LHR,MIA,739.865462563806
503,LHR,SEA,776.5071231193782
504,LHR,DFW,771.7714810847976
505,LHR,ATL,717.840816880262
506,LHR,DEN,764.1294425488911
507,LHR,JFK,633.105647539008
508,LHR,ORD,690.2539760441027
509,LHR,CLT,694.5205340916046
510,LHR,LAS,830.507597097315
511,LHR,MCO,730.8682739613957
512,LHR,BKK,890.0158481763905
513,LHR,ICN,855.2330843679385
514,LHR,EZE,1010.3605966006958
515,LHR,NBO,721.165915378892
516,LHR,DOH,595.1107802354114
517,LHR,IST,343.0934311991528
518,AMS,YYZ,665.7186164242053
519,AMS,ALG,268.84614388205273
520,AMS,LOS,581.6800596326796
521,AMS,TUN,271.9315362526793
522,AMS,FRA,110.7109183048529
523,AMS,LGW,110.54795851323807
524,AMS,LHR,111.17216169506816
525,AMS,CPT,892.9969034024008
526,AMS,JNB,860.4607560443717
527,AMS,CMN,326.8926146850685
528,AMS,ADD,644.2583859900858
529,AMS,CAI,432.13117491452374
530,AMS,HRG,467.8108057714965
531,AMS,BCN,202.88344485790896
532,AMS,MAD,240.5453106824058
533,AMS,CDG,114.06640021676337
534,AMS,MEX,872.1813819400015
535,AMS,AKL,1601.7795925994371
536,AMS,JED,535.898512435725
537,AMS,DXB,589.51794280318
538,AMS,TPE,883.8971514256114
539,AMS,HND,878.0415368082871
540,AMS,MNL,942.1648775855426
541,AMS,BSB,865.8492084995784
542,AMS,GRU,897.6425211599442
543,AMS,SDU,887.7734798642276
544,AMS,SCL,1078.1788781064358
545,AMS,BOG,853.0770551992366
546,AMS,CLO,865.9645035877705
547,AMS,LIM,948.78259684945
548,AMS,SVO,309.794927412761
549,AMS,BOM,723.6553159804688
550,AMS,HKG,875.6369644722389
551,AMS,DEL,691.1804402694897
552,AMS,DMK,870.5776956119336
553,AMS,SGN,902.5816033490191
554,AMS,CGK,1029.2541873060281
555,AMS,KUL,927.7042532727157
556,AMS,SIN,949.2413951308049
557,AMS,MEL,1462.0650097913112
558,AMS,ADL,1413.5044181356068
559,AMS,CBR,1470.2885951607045
560,AMS,SYD,1471.4929297311467
561,AMS,PEK,783.6821112581279
562,AMS,CAN,868.9985017092155
563,AMS,SZX,873.8692613780955
564,AMS,XIY,787.4002833689927
565,AMS,KMG,827.8082114543331
566,AMS,HGH,858.1866798313368
567,AMS,SHA,856.0901142310122
568,AMS,CKG,818.4705685337668
569,AMS,PVG,857.6175760183374
570,AMS,BOS,633.7186307691107
571,AMS,PHX,845.9518961011837
572,AMS,SFO,851.3210094105784
573,AMS,LAX,860.0133363797748
574,AMS,EWR,657.030567015464
575,AMS,IAH,811.1566507120132
576,AMS,MIA,760.4736626050645
577,AMS,SEA,784.5674760323395
578,AMS,DFW,787.7236042296455
579,AMS,ATL,737.4151834582636
580,AMS,DEN,777.5770392715496
581,AMS,JFK,655.5292469942004
582,AMS,ORD,708.2730423274905
583,AMS,CLT,715.0924793248726
584,AMS,LAS,841.3807773555935
585,AMS,MCO,751.3079248257229
586,AMS,BKK,872.0396262653154
587,AMS,ICN,839.0067918738822
588,AMS,EZE,1035.7881253130097
589,AMS,NBO,710.3834009393286
590,AMS,DOH,570.4343817456388
591,AMS,IST,313.3852126248663
592,CPT,YYZ,1167.0896332183188
593,CPT,ALG,791.4395942418759
594,CPT,LOS,557.8050487403925
595,CPT,TUN,785.9583245449456
596,CPT,FRA,878.886164511874
597,CPT,LGW,890.8630223772739
598,CPT,LHR,892.73165351729
599,CPT,AMS,892.9969034024008
600,CPT,JNB,205.95025317401243
601,CPT,CMN,788.9902976849128
602,CPT,ADD,592.254870703903
603,CPT,CAI,746.0297779849724
604,CPT,HRG,729.3362010244812
605,CPT,BCN,835.2296622300722
606,CPT,MAD,837.7370519824287
607,CPT,CDG,877.4687425737924
608,CPT,MEX,1227.8826567133071
609,CPT,AKL,1061.7029168393124
610,CPT,JED,701.7554703925134
611,CPT,DXB,770.2846694124846
612,CPT,TPE,1128.8426025585534
613,CPT,HND,1306.0281276971195
614,CPT,MNL,1082.273066112717
615,CPT,BSB,725.48606293326
616,CPT,GRU,690.3077041951368
617,CPT,SDU,671.1475152412276
618,CPT,SCL,791.448391548115
619,CPT,BOG,952.3047519907134
620,CPT,CLO,962.8404934022245
621,CPT,LIM,899.5710082146869
622,CPT,SVO,918.6744047068513
623,CPT,BOM,819.6311778607613
624,CPT,HKG,1066.5373245680898
625,CPT,DEL,874.3978866966675
626,CPT,DMK,920.4293374880201
627,CPT,SGN,947.8628649724692
628,CPT,CGK,883.7376185495738
629,CPT,KUL,888.0553192244564
630,CPT,SIN,893.8993247141278
631,CPT,MEL,934.4298071338036
632,CPT,ADL,920.7459942493676
633,CPT,CBR,969.6760054289174
634,CPT,SYD,1002.6781449239326
635,CPT,PEK,1153.8694194988173
636,CPT,CAN,1067.0115322994702
637,CPT,SZX,1067.2590330166977
638,CPT,XIY,1084.0190373179512
639,CPT,KMG,1004.9666419150379
640,CPT,HGH,1143.4397322658242
641,CPT,SHA,1153.1043103636284
642,CPT,CKG,1050.2706651577264
643,CPT,PVG,1156.0533428956485
644,CPT,BOS,1112.5199522457415
645,CPT,PHX,1381.2191759824645
646,CPT,SFO,1459.5070249506002
647,CPT,LAX,1427.0792066865738
648,CPT,EWR,1124.6594877435393
649,CPT,IAH,1240.417976501441
650,CPT,MIA,1105.9505218677705
651,CPT,SEA,1454.8985162192791
652,CPT,DFW,1261.2096707282424
653,CPT,ATL,1163.8177076708555
654,CPT,DEN,1328.69838830709
655,CPT,JFK,1122.1504330421017
656,CPT,ORD,1226.8053037512584
657,CPT,CLT,1146.690286659266
658,CPT,LAS,1408.0654203934093
659,CPT,MCO,1123.5138764842595
660,CPT,BKK,920.2669603792574
661,CPT,ICN,1222.6993008236625
662,CPT,EZE,725.8936987197343
663,CPT,NBO,501.9804714493741
664,CPT,DOH,758.7275205616928
665,CPT,IST,829.394256553865
666,JNB,YYZ,1200.615045904562
667,JNB,ALG,759.1040180621397
668,JNB,LOS,537.1963349340615
669,JNB,TUN,746.2463226037917
670,JNB,FRA,843.4774459713346
671,JNB,LGW,861.386690897612
672,JNB,LHR,863.437733346076
673,JNB,AMS,860.4607560443717
674,JNB,CPT,205.95025317401243
675,JNB,CMN,769.0709502972283
676,JNB,ADD,498.79074706144564
677,JNB,CAI,681.6063323921557
678,JNB,HRG,660.250583955145
679,JNB,BCN,788.9175072978613
680,JNB,MAD,811.6824270370372
681,JNB,CDG,846.0350339506456
682,JNB,MEX,1297.247449135833
683,JNB,AKL,1094.4195665200418
684,JNB,JED,623.1211155443242
685,JNB,DXB,692.1742801849947
686,JNB,TPE,1038.9421992951522
687,JNB,HND,1212.8917745197834
688,JNB,MNL,1000.5936108635141
689,JNB,BSB,786.483984835067
690,JNB,GRU,760.2204985526222
691,JNB,SDU,741.754071790568
692,JNB,SCL,872.5434520540067
693,JNB,BOG,1039.2795197960213
694,JNB,CLO,1052.2978559981993
695,JNB,LIM,980.7176686859638
696,JNB,SVO,868.168133114796
697,JNB,BOM,729.0352771007692
698,JNB,HKG,961.2313321984333
699,JNB,DEL,792.0733409779574
700,JNB,DMK,860.8252688531402
701,JNB,SGN,881.2275255813407
702,JNB,CGK,838.3252208121193
703,JNB,KUL,835.3412166976659
704,JNB,SIN,843.5944309560101
705,JNB,MEL,935.331398534799
706,JNB,ADL,912.4157648864788
707,JNB,CBR,971.8030677019591
708,JNB,SYD,1005.1785676217055
709,JNB,PEK,1056.0653636043876
710,JNB,CAN,960.8527454921673
711,JNB,SZX,961.7140315248982
712,JNB,XIY,971.9476166375437
713,JNB,KMG,900.9228457167985
714,JNB,HGH,1050.1445051123783
715,JNB,SHA,1059.4640117913696
716,JNB,CKG,939.4494973537858
717,JNB,PVG,1062.5373677696762
718,JNB,BOS,1129.7953948519935
719,JNB,PHX,1430.379917392408
720,JNB,SFO,1497.1337771088956
721,JNB,LAX,1476.0884382881006
722,JNB,EWR,1146.3244133503163
723,JNB,IAH,1290.6864579478197
724,JNB,MIA,1155.2352747070938
725,JNB,SEA,1460.9621813380459
726,JNB,DFW,1306.7391816508803
727,JNB,ATL,1217.5885541508658
728,JNB,DEN,1361.129873426253
729,JNB,JFK,1143.7248222988221
730,JNB,ORD,1251.3044151438546
731,JNB,CLT,1196.0739799089056
732,JNB,LAS,1450.8868917670661
733,JNB,MCO,1169.3175921703735
734,JNB,BKK,860.8468420505716
735,JNB,ICN,1111.7530545015345
736,JNB,EZE,814.6558211705292
737,JNB,NBO,381.42245207712006
738,JNB,DOH,680.4386604867233
739,JNB,IST,760.9334342425933
740,CMN,YYZ,678.3525330168723
741,CMN,ALG,183.22983810801256
742,CMN,LOS,406.6327852745305
743,CMN,TUN,261.498911132235
744,CMN,FRA,322.13814532920287
745,CMN,LGW,301.2655735977337
746,CMN,LHR,303.98979548930765
747,CMN,AMS,326.8926146850685
748,CMN,CPT,788.9902976849128
749,CMN,JNB,769.0709502972283
750,CMN,ADD,626.0889535431869
751,CMN,CAI,467.9181746739973
752,CMN,HRG,495.8447514593738
753,CMN,BCN,201.41126669485902
754,CMN,MAD,163.7203240569456
755,CMN,CDG,287.9608706359572
756,CMN,MEX,860.1915601952666
757,CMN,AKL,1711.7940595307705
758,CMN,JED,556.7510527648978
759,CMN,DXB,671.6536811682074
760,CMN,TPE,1046.8015342647755
761,CMN,HND,1052.8228470056035
762,CMN,MNL,1111.9676109981692
763,CMN,BSB,727.81123221748
764,CMN,GRU,764.1989012004327
765,CMN,SDU,749.8711291173761
766,CMN,SCL,905.1181625787722
767,CMN,BOG,766.3463386950827
